species,volume_male,volume_female,voltinism,volume
Satyrus ferula,139.400027321505,170.756836614729,1,170.756836614729
Schistostege decussata,28.9859212378072,24.2408707424843,1,24.2408707424843
Schistostege nubilaria,28.1716354108051,31.8651777348064,1,31.8651777348064
Scolitantides orion lariana,19.2308353057386,12.5904617666413,1.5,12.5904617666413
Scopula caricaria,16.5261311532091,9.34646378876293,1.5,9.34646378876293
Scopula concinnaria,37.2207645435047,44.5583576039013,1,44.5583576039013
Scopula corrivalaria,19.7097722723835,21.0592555148792,1.5,21.0592555148792
Scopula decolor,29.5372777298941,18.1270996001086,3,18.1270996001086
Scopula decorata,17.6373869970726,18.5937710116033,2,18.5937710116033
Scopula emutaria,14.4357994738077,15.5830760208977,2,15.5830760208977
Scopula flaccidaria,16.5266973973509,18.2729479658136,2,18.2729479658136
Scopula floslactata,28.7083834029894,24.9132706093506,1,24.9132706093506
Scopula frigidaria,9.45191349317608,7.15085073270368,1,7.15085073270368
Scopula honestata,24.0972310578912,22.9571127851478,1,22.9571127851478
Scopula imitaria,21.0957712793978,21.6693724053907,2,21.6693724053907
Scopula immorata,23.7511654545767,46.189796167574,2,46.189796167574
Scopula immutata,18.1019929857484,21.604268449507,1.5,21.604268449507
Scopula incanata,26.2608523130271,24.8785936641834,2,24.8785936641834
Scopula luridata,16.6192259914041,16.0898756999369,3,16.0898756999369
Scopula marginepunctata,19.1333694156248,20.8709268387787,2,20.8709268387787
Scopula minorata,10.1452493961645,10.8546666669152,3,10.8546666669152
Scopula nemoraria,16.842997166724,24.0658764445552,1,24.0658764445552
Scopula nigropunctata,35.247378882494,30.0079600263091,1,30.0079600263091
Scopula ochraceata,15.5564145057933,17.4345751942429,2,17.4345751942429
Scopula orientalis,31.0618851936501,34.5039005726815,1,34.5039005726815
Scopula ornata,17.8757245659725,18.0731633404663,2.5,18.0731633404663
Scopula rubellata,18.9907443448872,23.4579083397707,2.5,23.4579083397707
Scopula rubiginata,12.1726991587628,9.85825185338466,2,9.85825185338466
Scopula scalercii,25.6248004725677,10.8076501862656,2,10.8076501862656
Scopula submutata,27.9183324280195,24.9705933478504,2,24.9705933478504
Scopula subpunctaria,37.2195374639604,23.6312340236534,1,23.6312340236534
Scopula ternata,20.9364435969656,18.8273537691882,1,18.8273537691882
Scopula tessellaria,19.4289804113004,24.6395044769204,1,24.6395044769204
Scopula turbulentaria,12.418546572523,20.995210900428,2.5,20.995210900428
Scopula umbelaria,43.9147078321427,41.4620414732522,1,41.4620414732522
Scopula vigilata,10.7151820151732,14.3304177335878,3,14.3304177335878
Scopula virgulata,19.0271335842844,19.5215021003157,2,19.5215021003157
Scotopteryx alfacaria,37.1899357992348,56.2024440477376,1,56.2024440477376
Scotopteryx angularia,76.3474671136542,68.550126543828,1,68.550126543828
Scotopteryx bipunctaria,55.8434667993961,54.1369675255258,1,54.1369675255258
Scotopteryx chenopodiata,43.2191467612946,64.7087707889539,1,64.7087707889539
Scotopteryx coarctaria,33.5705563753346,30.6537723162858,1,30.6537723162858
Scotopteryx coelinaria,52.8239536208669,60.4064995646439,1,60.4064995646439
Scotopteryx luridata,28.7423428448925,33.0608359428483,1.5,33.0608359428483
Scotopteryx moeniata,33.1854049989458,51.7594827537885,1,51.7594827537885
Scotopteryx mucronata,48.2764831041836,42.582123653549,1,42.582123653549
Scotopteryx octodurensis,55.4795983015107,51.9305798172927,1,51.9305798172927
Scotopteryx olympia,29.5280179189001,29.4262938315654,1,29.4262938315654
Scotopteryx peribolata,28.3445473355067,29.0272493637513,1,29.0272493637513
Scotopteryx vicinaria,25.3952800385563,25.7668158439756,1.5,25.7668158439756
Solitanea mariae,10.9373626421674,27.172572321278,2.5,27.172572321278
Spialia orbifer,53.2474391298,67.3860768062458,2,67.3860768062458
Spialia phlomidis,73.676403095455,97.8137168897579,1,97.8137168897579
Spialia sertorius setorius,49.3338113690238,57.8806233560521,2,57.8806233560521
Tarucus balcanicus,12.984207199752,8.78270173661776,3,8.78270173661776
Tarucus theophrastus,16.6566495899618,14.4673311354188,3,14.4673311354188
Thalera fimbrialis,34.8358462579548,41.2467214746789,1,41.2467214746789
Thecla betulae,61.676630235722,44.3725071898679,1,44.3725071898679
Thera britannica,20.9061098430532,27.6604682720185,2,27.6604682720185
Thera cembrae,23.3478808279835,24.4795058265245,1,24.4795058265245
Thera cognata,15.7291360376521,14.2174449515896,1,14.2174449515896
Thera cupressata,15.9402760366192,27.1381945426967,2,27.1381945426967
Thera juniperata,12.1354959571655,20.239087836941,1,20.239087836941
Thera obeliscata,18.0100699143821,25.1650729799896,1.5,25.1650729799896
Thera variata,16.1783762517685,18.5683841243779,2.5,18.5683841243779
Thera vetustata,13.9069314488078,17.1129360461246,2,17.1129360461246
Thetidia plusiaria,21.2934061259341,45.2101745613871,2.5,45.2101745613871
Thetidia smaragdaria,32.1592593310881,53.3375816841274,1.5,53.3375816841274
Thymelicus acteon,42.3876250286763,58.3150355831623,1,58.3150355831623
Thymelicus hyrax,58.9883391565619,85.370906867484,1,85.370906867484
Thymelicus lineola,54.3620593475328,54.6158395072297,1,54.6158395072297
Thymelicus sylvestris,63.6129952730834,68.4989020244632,1,68.4989020244632
Timandra comae,25.3560499424313,20.2763558626673,2,20.2763558626673
Timandra griseata,21.814993137599,27.5136501596874,1,27.5136501596874
Tomares ballus,29.8570983703343,30.9483463537135,1,30.9483463537135
Tomares nogelii,37.8000382589929,23.3412054407817,1,23.3412054407817
Trichopteryx carpinata,17.2503717481259,19.8483964477844,1,19.8483964477844
Trichopteryx polycommata,17.4995374804725,11.7141216829668,1,11.7141216829668
Triphosa dubitata,70.9108022809439,76.0416668811247,1,76.0416668811247
Triphosa sabaudiata,75.2832051045761,104.15809379845,1,104.15809379845
Triphosa tauteli,68.3827563387574,99.5053704873112,1,99.5053704873112
Ultraaricia anteros,20.0906698661206,13.0291864614668,2,13.0291864614668
Vacciniia opilete,16.5273276954172,13.9635023295403,1,13.9635023295403
Venusia blomeri,9.5703946333862,12.9472486438592,1,12.9472486438592
Venusia cambrica,14.3471071326087,12.3615243816167,1,12.3615243816167
Xanthorhoe abrasaria,15.3262297140342,16.9165316307914,1,16.9165316307914
Xanthorhoe annotinata,22.1014985218629,18.2752215077309,1,18.2752215077309
Xanthorhoe biriviata,20.0607563109191,21.487831821193,2,21.487831821193
Xanthorhoe decoloraria,21.4654989114205,20.4073085254438,1,20.4073085254438
Xanthorhoe designata,19.3978745344982,19.3887474709182,2,19.3887474709182
Xanthorhoe ferrugata,19.9367826397748,17.5413711482926,2,17.5413711482926
Xanthorhoe fluctuata,21.7343149851077,28.0645229887825,1.5,28.0645229887825
Xanthorhoe friedrichi,15.6416327594966,12.4424956490877,1,12.4424956490877
Xanthorhoe incursata,18.2940061590388,37.0161709083907,1,37.0161709083907
Xanthorhoe montanata,22.0519219014308,21.8309641023395,1,21.8309641023395
Xanthorhoe oxybiata,22.5073518225551,18.2112653398326,2,18.2112653398326
Xanthorhoe quadrifasiata,36.5448252628291,33.1244183076836,1,33.1244183076836
Xanthorhoe vidanoi,9.33863394129187,13.7838171057511,2,13.7838171057511
Xenochlorodes olympiaria,10.1907292731272,17.3538529736445,2,17.3538529736445
Zegris eupheme,63.1393090524275,103.581422739158,1,103.581422739158
Zerynthia cerisy,146.693795580456,112.523871984512,1,112.523871984512
Zerynthia polyxena,83.4461609141225,134.926814047913,1,134.926814047913
Zerynthia rumina,73.235920641768,100.214189851606,1,100.214189851606
Zizeeria knysna,12.6808671779172,10.6391855714801,3,10.6391855714801
